Note,Commentaire
"4,0","Ce volet surpasse le premier, avec un premier quart d'heure d'anthologie.La suite est un peu moins prenante, mais le film est bien plus percutant que celui de danny boyle.Avec un ROBERT CARLYLE en très grande forme.Sans doute un des meilleurs film de zombie,(avec l'armée des morts), depuis le renouveau du genre."
"4,0","Moins flippant que ''28 jours plus tard'' mais toujours aussi scotchant... en plus , on s'attend pas forcément à ce dénouement là!la réalisation est impeccable , l'atmosphère est pesante , y'a du suspense , du sang , des morts , des vivants et accessoirement des morts-vivants :D bref si vous aimez les films d'horreur, vous devriez - COURRRRRRRRRRIIIIIIIIIIIIIRRRRRRRR ^^"
"5,0","Bien plus intelligent que le premier volet.Mieux ficelé. Plus original. Réaliste.Bref, un tres bon film dans le genre gore !"
"5,0","Habitué des films d'horreur, j'ai été vraiment pris par ce film qui vous embarque dans un athmosphère sinistre. Ce film est crédible non seulement par le jeu d'acteur mais surtout pour le bien dosage des scénes gores, ni trop, ni pas assez. Enfin un film d'horreur pour adulte mature. Rien à voir avec d'autre film pour ados boutoneux. JE VOUS LE CONSEILLE DE LE VOIR EN TOUTE TRANQUILITE SANS ETRE DERANGE."
"2,5","Un bon film d'action qui n'égale pas le premier opus de Danny Boyle qui valait beaucoup plus en profondeur.On retrouve malgré cela l'univers avec plaisir, et les plans de Londres dénuée de toute trace de vie humaine sont très impressionnants. On appréciera la crédibilité des personnages et les infectés toujours plus terrifiants, mais on repassera pour un scénario un peu réchauffé et somme toutes assez plat. Le degré de violence revu à la hausse dans une réalisation très nerveuse et frénétique risque d'en choquer plus d'un, et ce parti pris est loin de faire l'unanimité!"
"5,0","Un grand bravo global pour ce film qui ne fait aucune erreur dans tout les aspects de la création. Une histoire toujours aussi acrocheuse après le déja très bon ''28 jours plus tard'', les personnages sont très bien présenté et mis en avant, ce qui permet au spectateur de partager les craintes de ceux-ci tout au long de l'intrigue. Des prestations très convaincantes de la part du casting complet du film, une mise en scène énergique et jouisive par certains passages, des effets spéciaux de grande qualité et toujours au service de l'action et surtout pas ''m'as-tu-vu''. En clair, 1h30 de pur plaisir pour les amateurs du genre. Pour moi ce film se place directement dans le panthéon de mes films préférés de zombie tant la maîtrise globale est impressionante. On en redemande."
"4,0","rarement une suite réussi le pari d'égaler ou de surpasser le premier opus, force est de constater que 28 semaines plus tard, ne fais pas partis des exceptions. Pourtant tout y est, le virus, les zombies et les victimes faciles... oui mais cela ne suffit pas à tenir en haleine pendant 1h40... dommage car le film reste bon dans son ensemble, porté par une bande son irréprochable, magnifiant les images d'une londres dévastée et déserte et une pointe de cynisme envers les américains et les anglais qui se posent en sauveurs du monde et qui au final, se retrouvent vite dépassés par les évènements."
"5,0","Excellent film, à voir absolument mais commencez par 28 jours plus tard qui est aussi bien. Ce film vous glacera le sang!!"
"4,0","Je dois dire wahou!! Bon je ne suis pas fan de ce genre d film ( le seul film genre ''horreur'' que j'avais déjà vu était the Grudge 2 en dvd avec des amis...) mais la... Un film prenant, gore ce qu'il faut avec des cadres de caméra réalisés de tel manière que vous avez l'impression d'y être... Et puis le scénario tiens la route!! Cerise sur le gâteau: L'armée américaine y passe comme tout le monde!! Car en général les gentils et fort GI s'en sortent mais la pas de traitement de faveur!! A voir avec un ami ou un proche (quelqu'un qui ne vous fera pas de procès lorsque vous lui enfoncerez vos ongles dans la peau lors de scènes violentes...)"
"2,5","Le film est plutôt bon, le réalisateur plutôt doué, une suite vraiment honorable... alors c'est quoi qui cloche me direz-vous? C'est difficile à expliquer, mais il est clair qu'on a perdu quelque chose en route par rapport au premier opus de Boyle. Comment dire, c'est juste trop enfermé dans sa mécanique, jamais l'espagnol tente d'enfreindre ses règles, jamais on ne sent réellement une identité forte se dégageait de son film. Ca manque clairement de personnalité, on sent pas d'implication personnel, une vision originale. Alors, bien sûr, il faut reconnaitre que c'est très efficace et bien plus spectaculaire que ''28 jours plus tard'' avec bien plus de moyens, je comprends qu'il puisse remporter l'adhésion, mais cela se fait malheureusement au dépens d'un certain charme qui donnait au film de Boyle un côté extrêmement singulier."
"5,0","Excellent film du genre !Réalisation impeccable, scènes chocs, effets sonores percutant et musique magnifique ! Que dire ... foncez !!!"
"5,0","Un film indispensable à sa videothèque, bien meilleur que le premier opus qui était deja très bon, ce volet a un style bien a lui (un zombie en rôle principal et la camera qui part dans tous les sens à chaques apparitions de contaminés). De le scene d' ouverture au final en passant par celle du ''code rouge'' , 28 semaines ne nous laisse aucun repis! Un regal!"
"5,0","C'est vraiment un excellent film dans le genre. Cependant, j'ai une petite préférence pour le premier opus qui reste une référence !!!"
"5,0","Réaliste crédible, souci du détail, excellent film de zombies"
"2,5","Film Creutzfeldt-Jakobien sur le retour des humains sur Londres. Autant 28 jours plus tard était assez original sur le traité du genre, plus philosophique que la plupart des films de zombies (l'avion de ligne), autant cette deuxième suite reste dans le classique mort-vivant, dommage. Il ne fait pas mieux plusieurs semaines après..."
"4,0","Faire une suite ce n'est pas évident, la réussir l'est encore moins.Après la bombe de Dany Boyle réussir était difficile et cet opus ne convainc pas tout à fait.Il manque la terreur, l'incompréhension la déroute et l'irrésistible envie de survivre. Il y a sans doute trop de monde dans ce film pour retrouver le souffle du premier, il y a sans doute des scènes surjouées par les enfants, incompréhensible car trop prévisbles mais le final est tout a fait réussit. L'angleterre à la Melvin Bruges dans Rouge sang intrigue et facine aussi...Au final ce film assume son statut de suite, il laisse une porte ouverte pour le suivant sans être tombé dans un suite banal et shoot them up à tout rompre."
"4,0","Bonjourle film joue enormement sur le visuel froid et violent virant vers le gris et les situations apocalyptique.Des acteurs interessant, des scenes devellopées specialement pour mettre en valeur les carachtere a suspense mais le realisateur n'oublie pas de montrer un essentiel anti politique pas trop visible sur le scenario mais bien vivant sur les scenes d'injustice que certains peuvent vivre a travers cet suite qui suit les pas de son grand frere.... ce qui etait chose difficile faut l'avouer en bref une veritable suite digne de ce nom qui ouvre les porte a plusieurs prespective en vous souhaitant bon film"
"5,0",tres bon film de zombi et j'en ai vu .ca commence dés le debut.pas de temps mort ''jeu de mot''.si pour vous zombi ou l'enfer des zombi et plus ressament land of the dead sont des bon films alors vous allez aimer.
"3,0","Suite différente de 28 jours plus tard, mais qui est pas mal malgré des illogiques.. Dès le départ, je trouvais ça chelou certaines choses comme le fait 
spoiler: 
qu'ils ont pas l'air si sûre qu'il n'y a aucun danger, ils ont pas vérifié toutes les maisons ou encore des enfants qui reviennent alors que c'est la catastrophe est trop récente ou encore le père qui a réussi à entrer trop facilement dans des lieux ultra top secret
 Sinon j'aime bien comment sont les infectés, très flippant de part de leur vitesse, énergie et ils donnent même des coups ! C'est un film qui se regarde, ça vaut le coup de le voir si vous avez rien de mieux !"
"3,5","Pour faire simple, un film qui se veut choc et supérieure au premier."
"5,0",Très bon film. J'ai été surpris du scénario qui en fin de compte est vraiment très bien écrit. Ce film est sans doute l'un des meilleurs dans le genre.
"0,5","Du point de vue de l'atmosphère, le film est au-dessus de la moyenne du genre...Rien à dire...Par contre, le scénario est tellement incohérent que ça en gâche le film: on a l'impression que c'est les pieds nickelés au lieu de l'armée américaine qui débarquent... C'est peu être une critique politique mais bon: 1/ lieux sécurisés où tout le monde rentre et sort à sa guise, 2/ personnes en quarantaine sans personne autour, 3/ débarquement massif de civils, ... C'est vraiment trop..."
"5,0","Alors ça, c'est du bon ! Certes, il faut savoir ce que l'on va voir, un énième film qui conte l'histoire rocambolesque d'individus mutants et super méchants ! Mais le tout est très bien filmé et donne à l'ensemble un rythme particulièrement haletant : la caméra qui tourne à cent à l'heure (attention aux maux de tête !) et les plans courts, forment un étonnant et détonant cocktail. Pour des coeurs accrochés."
"1,0","après avoir vu et apprécié le premier film, logique de vouloir visionner la suite. Hélas, déception, 28 semaines est bien en deçà du niveau de 28 jours. on a traité la suite comme un vulgaire film d'action, la scène de l'helico-hachoir par exemple est digne de figurer dans un Rambo!! Là ou 28 jours avait un scénario en béton,ici, les incohérences sont légions!! par exemple la facilité du monsieur d'avoir accés au bloc ou sa femme porteuse du virus et alors évidement, il lui file un patin!!. Non vraiment, cette suite est un film quelconque, sans âme. Une étoile et encore..."
"4,0","Très bonne suite qui tient la route! Je ne mets pas 4 étoiles car je déteste cette manie qui est de filmer caméra à l'épaule. Résultat: l'image est toujours en train de vibrer & tout s'agite dans tous les sens quand les acteurs courrent, quel dommage que ce mode de tournage soit de plus en plus fréquent!"
"1,0","''28 jours plus tard'' m'avait terriblement déçu , j'appréhendais donc tout logiquement cette suite. Malgré tout je tenais à la voir. C'est nettement mieux, et la première scène laisse présager un très bon film. Mais rapidement, et malgré le toujours excellent Rober Carlyle, ce film n'a pas vraiment répondu à mes attentes. J'en attendais plus, histoire d'être pleinement dedans. Perso, je l'ai trouvé inégal et plein de longueurs....A la vue de la scène finale prévisible au possible, je m'efforcerai de regarder la suite si elle voit le jour, en esperant qu'elle soit meilleure."
"5,0","Un film qui va entrer dans la légende des suites mieux réussies que les premiers opus (si rares et si agréables). Un film qui nous scotche du début à la fin, à tel point que quand la fin arrive, on n'a pas l'impression d'être resté 1h30 dans la salle. Personnellement, je n'attendais pas grand chose de ce film, 28 jours plus tard m'ayant plutôt plu, mais j'avoue que j'ai été tres agréablement surpris.Bravo et merci"
"5,0",Un film d'horreur boulversant! A voir et a revoir.
"0,5","JE NE COMPRENDS PAS LES JOURNALISTES''28 semaines plus tard'' meilleur que le premier opus?C'est du délire.Dans les films d'horreur, les héros paniqués prennent souvent de mauvaises décisions. Mais à ce point!A mon avis, les scénaristes ont paniqué en premier."
"0,5",N'allez surtout pas gacher votre argent pour ce navet! La guerre des zombies fait rage et on tire sur tout ce qui bouge. Les gentils se font croquer par les méchants : voila le résumé.
"1,0","Une vague suite qui sent le rechauffé qui aurait accroché a la casserole. Seule demeurre le thème musicale angoissant a souhait.Le reste du scénario n'est qu'un grand gachis sans surprises ni saveur, jouant seulement sur le gore plus que le malsains qui émanait du premier opus.Du premier opus on montrait finement la folie des hommes ( et des militaires ) de facon assé intimiste, là tout est y est grossis, pour ne plus choquer au final sauf par la violence.Pourtant, l'idée de ''porteur'' aurait put être bien mieux utilisé, mais non, rien ne sauvra le film.Tant pis, on ira pas voir ''28 mois apres'' ..."
"4,0","Enfin un bon film d'horreur. Quelle angoisse de voir la ville d'angleterre VIDE Les ingrédients sont enfin réunis. Pas de héros , perversité familiale, musique prenante, effet spéciaux et l'histoire enfin logique.A voir absolument ça vaut le coup"
"4,0","Un film totalement maitrisé de bout en bout et qui prend aux tripes. Le scénario est plein de rebondissements, l'interprétation est impeccable et la bande original d'enfer. Je ne connaissais pas le réalisateur, Juan Carlos Fresnadillo, mais le p'tit gars a de l'avenir, c'est certain. A retenir tout particulièrement, la scène d'ouverture, dantesque, et la scène avec les snipers. A voir par tous les amateurs de zombies qui se respectent."
"2,5",Du déja vu. On C comment sela va se fnir. Vraiment pas terrible. Malgré quelques bones scènes...
"2,5","Je serais bref- Photographie très réussie- Bonne réalisationMais- Scénario minableDonc : un plaisir pour les yeux, une déception pour l'histoire en particulier par comparaison au 1er."
"2,5",Un très bon film d'horreur mais vraiment trop sanglant! Et la musique est hyper forte qu'on en sort sourd du cinéma à la fin du film...
"0,5","Est-ce que je suis le seu a le remarquer? les contaminés sortent le jour? ca ne respecte pas la logique du premier volet, déja au début avec l'attaque en plein jourde plus, qu'est-ce que vienne foutre des soldats americains et un Mcdonald dans un film supposé etre a la hauteur du chef d'oeuvre 28 jours plus tardDes armes et des bombardements au napalm? un contaminé qui suit son enfant... Dans le premier volet on angoissait.. on ne s'attendait vraiment pas a ce qui s'en venait et on vivait la solitude totale et on voyait la folie des survivants se developper.. maintenant on a droit a de l'humour americaine... bref, cacaVive 28 jours plus tard."
"2,5","C'est sans doute un des meilleurs film de zombies que j'ai vue ! Merci de se second volet, j'attens la suite avec impatience."
"3,0","Une ambiance assez flippante, des scėnes bien foutues, des acteurs corrects, bref vous l'aurez compris, je pense que l'on a pas beaucoup fait mieux dans les films de Zombies...Malgré quelque longueur et quelques scėnes trashe égsagerées, on passe quand même, un très bon moment."
"4,0","Ce film révolutionne le genre gore où on avait l'impression de voir toujours les mêmes choses ces dernières années. Bons acteurs,la seule chose qui laisse un peu à désirer c'est le scénariodont on connaittrès vite le dénouement. A voi uniquement si vous êtes fan du genre."
"4,0","Perso je l'ai trouve moins bon que 28 jours. Il ne dure pas assez longtemps, et surtout, euh comment dire le fait qu'un personnage principal se fasse tuer comme ça (Doyle)enlève du piquant au film. J'aime pas beucoup la fin, parce que si la contamination se trouve en angleterre, le virus ne sortira pas de l'île, alors que si Paris est infecté, toute l'urope peut y passer ! Ca fait pas vraiment du bien...J'aurais aussi bien aimé revoir Serena, Jim et Anna de 28 jours. Je me demande qu'est-ce que ce sera la suite. Du moins je pense qu'il y aura une suite (28 mois/ans lus tard ?)"
"5,0","Magnifique ! J'en suis resté scotché à mon fauteuil ! La réalisation est splendide et que dire de la musique qui, personnellement, joue le rôle le plus important dans un tel film ! Comme l'ont dit certains, l'un des meilleurs films ''Action/Gore'' à ce jour. Bravo !"
"4,0","3 étoiles, pas plus. Un film plaisant, au scénario parfois incohérent."
"2,5","C'est un film sympa, mais il y en a tellement de nos jours qui traitent d'une épidémie qui fait devenir tout le monde mort-vivant-canibal qu'on se lasse un peu. L'histoire n'étonne pas, c'est de la course poursuite tout du long avec des erreurs complétement idiotes qui font que le virus persiste et s'étend. De plus la fin du film suggère une suite, donc on reste sur notre faim puisqu'il faudra attendre pour avoir la véritable fin. Du déjà vu..."
"5,0",halletant de bout en bout! on aurait pu penser à une banale suite pour gagner de l'argent et pour discréditer le premier qui se valait à lui même. mais foce est de constater le coup de maitre! et là pour le coup j'espère un troisième du même accabi!courrez le voir si vous avez aimé le premier.
"0,5","- Vous qui allez lire cette critique sachez que vous êtes plutôt rares. En effet les critiques 0 étoiles sont en manque de lecteurs et pourtant ce sont les plus importantes car souvent les plus objectives! - ''28 semaines plus tard'' n'est appréciable que pour ceux qui aiment vraiment l'horreur (on pourrait remplacer ''horreur'' par ''violence'') voilà c'est tout on pourrait s'arrêter là.- Mais non ''28 semaines plus tard'' est simplement abject, Juan Carlos Fresnadillo voulait sans doute rajouter du suspense en utilisant un cadrage tremblotant mais voilà 5 minutes de film et on a les yeux qui ne suivent plus, qui ne savent plus où regarder sans souffrir d'un genre gore inutile omniprésent. Le film commençait pourtant bien, le scénario avait l'air sympa mais non, rien n'y fait : on se retrouve plongé dans un docu-fiction déjanté, abusé, sanglant à souhait, sans intérêt bref un ''Resident Evil 1'' raté. Ne laissant place qu'à un seul plaisir: la bande-son. On doit l'avouer elle est vraiment prenante malheureusement l'oreille ne rattrape pas les yeux. ''28 semaines plus tard'' est tout bonnement violent, dans lequel cette violence est gratuite et inutile. Un film vide, aux effets spéciaux vus et revus, au scénario dépassé, à la violence abusée, aux acteurs plus que moyens, en résumé même pas un film. Vraiment la violence de ce film est sans bornes et sa pureté à faire peur (c'est le moins qu'on puisse dire). Juan Carlos Fresnadillo ferait peut-être bien de voir un psy...Je suis quand même relativement friand de ce genre de scénerii mais là excusez-moi, mais ce film est m....... !- Si vous avez lu cette critique jusqu'ici vraiment évitez ce film, si vous êtes amateurs il est peut-être fait pour vous. A réserver aux (très) amateurs du genre donc et encore. Un film interdit aux moins de 12 ans alors qu'il aurait dû être interdit dans les salles tout court pour ne pas faire honte au Septième Art...- C'est la première fois que je suis autant déçu...et en plus j'ai payé !"
"5,0","très bon film, dans la lignée du premier. j'attends avec impatience le troisieme volet!!"
"0,5",Vraiment nul je n'ai pas pu le finir ! seulement pour amateur de série B et encore ?
"4,5","un des meilleur film d'horreur que j ai vue dernièrement, du début a la fin il tien le suspense"
"4,0","Excellent ! Je n'ai pas vu 28 jours plus tard mais ce film me donne sans aucun doute envie d'aller le voir ! Une bonne intrigue, un virus mortel et quelques militaires un peu trop sur d'eux, mélanger le tout et hop 28 jours plus tard ^^! A voir"
"4,0","28 semaines plus tard est un très bon film de zombies. Il est plus violent, plus sombre, plus intense que le premier réalisé par Danny Boyle. Le rythme du film est très dynamique avec de nombreuses scènes d'action gores stressantes qui ne laissent pas de répit au spectateur. Certaines scènes avec les contaminés sont vraiment saisissantes. Le scénario est intéressant en étant axé sur un drame familial. C'est un excellent survival."
"4,0","Un bon film d'horreur,l univers chaotique et hostile de londres est très impressionnant et effrayant,cependant je trouve qu'il y a des petites anomalies dans le scénario.A voir tout de meme"
"1,0","La suite tant attendue du meilleur film de zombies (selon moi) n'est pas à la hauteur...Car même si l'ambiance flippante du premier film est très bien retransmise dans cette suite, le reste ne suit pas... Dans 28 jours plus tard, les scènes de zombies étaient davantage flippante et nombreuses, et même si l'histoire était tournée vers les personnages survivants, les zombies étaient des personnages à part entière... Dans 28 semaines plus tard, l'histoire est davantage tournée vers une famille et particulièrement 2 enfants, les scènes de zombies sont rares et souvent sans grand intérêt, avec des zombies davantage décors que personnages...Dommage car la trame du scénario est selon moi très bien vue avec les militaires etc.... Peut-être un troisième volet vengera mon sentiment...."
"5,0","Enorme !! Une séquence d'ouverture terrible et terrifiante, une musique dramatique, un Robert Carlyle au top... Ce film de zombies (enragés plutôt ?) surpasse tous ceux qui ont été faits ces vingt dernières années, les meilleurs étant '28 jours plus tard' et 'L'armée des morts' (à mon goût, bien sûr). Une pression constante, une société ne tenant plus qu'à un fil, des liens familiaux primordiaux volant en éclats et un fatalisme omniprésent ont fait que je suis ressorti de la salle bouleversé. Pour les amateurs du genre, à voir absolument. Je n'ai plus que ce film en tête depuis deux jours..."
"2,5","Pour:J'adore les films d'anticipation, avec des décors superbes, une histoire qui nous projette dans un futur d'apocalypse. La, c'est vraiment super bien réalisé, avec un bon scénario de base !Contre:Trop de gore, trop dr cris, trop de plans qui cherchent à nous surprendre, à nous faire peur, à nous angoisser. J'ai plus l'âge... Mon coeur ne tient plus le choc... La suite moins terrifiante please"
"5,0","Après ''28 jours plus tard'' la suite se devait d'être plus exceptionnel que le premier et je dois dire que ce film tient ses promesse ...Après avoir vu le premier opus je m'attendais a une suite digne de ce nom ... Et ce film... magnifiquement réussis tant au niveau horreur qu'au niveau psycologique. Des scènes bien mises en oeuvre et du suspens bien mené ...L'ambiance bien glauque m'a énormément plus et la scene dans le métro est a coupé le souffle !La fin, maintenant, m'a surprise mais m'a également dessu ...En conclsion un film épatant a voir absolument pour ceux qui ont vu le premier et meme pour ceux qui ne l'ont pas vu (il se comprent très facilement)"
"2,5",bof bof pas une référence mais un bon film dans l'ensemble . De bonnes prises par moment et le fait d'avoir des zombies qui sprint et qui sautent dans tous les sens donne un coté speed au film . A voir
"0,5","Ce film est plus que moyen trop d'incohérence, quel intérêt de mettre les gens en quarantaine si un zombie arrive à rentré, sérieux. Tout les plans des américains foire, malgré tout je suppose que l'armée américaine est plus organisé que ça. Mais ne serait ce que si on consodère qu'ils sont pas futé, j'ai du mal à croire qu'il ont du mal à tuer 100 zombie avec les guns qu'ils ont, la tram du scénario ce devine à 100km, je suis fan des films de zombie donc, un film à voir si il y a rien d'autre. Enfin fait en votre propre avis c'est le mieux"
"4,0","Vous avez aimé le 1er, vous adorerez le 2nd. Clairement plus violent et plus gore que le précédent, les gros moyens ont mis pour faire de Londres une ville en désolation, qui est le centre de l'apocalypse. Le chaos représenté est parfait.Un chef-d'oeuvre."
"5,0",un super film une oeuvre mithique une terrifiant histoire sur ce quelle que chose qui pourrait reelement arriver (ne prenner pas tous aux pied de la lettre je parle de la catastrophe chimique ) des scene gore eprouvante un suspense insoutenable en bref une parrabole cinique et terrifiant sur la violence et l'horreur du monde.
"2,0","DÉCEVANT. Scénario foireux, personnages sans âmes, fin illogique( Sérieux, je vois pas comment le gosse à pu infecter sa sœur. À mois que ...), réaction incompréhensible ( Olala, je vais riquer ma vie en découpant des zombies avec mon hélico...).Bref, je comprendrais jamais les personnes qui définissent le film comme une perle. À réserver aux pur fans de zombie, les autres devraient se rabattre sur 28 jours qui est bien meilleur."
"5,0","Splendide, très bon film d'horreur"
"1,0","Malgré certaines qualités esthétiques, ce film m'a déçu, d'autant qu'ayant beaucoup apprécié le premier, j'attendais beaucoup de cette suite. Ma déception est principalement due à cette caméra qui n'arrête pas de tressauter comme une folle à la moindre scène d'action... façon caméra à l'épaule (posée sur un parkinsonien pris de panique), même sur les travelling, si bien que l'on essaye péniblement de deviner ce qu'il se passe à l'écran, le tout sous une musique tonitruante qui accentue la déroute du spectateur, à qui l’on impose une bouillie de violence désordonnée. Dommage, mais si ce parti pris du réalisateur semble être un détail, il coûte à mon sens deux étoiles à ma notation. A noter de trop grosses incohérentes dans le comportement des acteurs ainsi que dans le scénario qui ne colle pas avec la volonté prétentieuse de rendre l'histoire ''crédible''. Cela aurait pu être pardonné avec une mise en scène plus régulière..."
"1,0","1 h 30 plus tard, j'en ris encore. Certes, un bon début, l'excellente idée de l'accueil des nouveaux habitants encadrés par les soldats US et puis ensuite le néant, l'absurde, le ridicule."
"1,0","Tout simplement affligeant! Tout d'abord le ''scénario'', réduit au minimum syndical. Les deux héros du film sont en réalité deux gros chieurs qui ne pensant qu'à leurs caprices et leurs nombrils font que l'épidémie reparte de plus belle, touchant d'abord les survivants anglais pour ensuite se répandre à toute la planète (laissez Paris en dehors de ça, pitié!). Secondo, la présence de l'armée américaine est tout à fait irritante et insultante pour les britanniques. Voilà que 250 ans après l'indépendance des 13 colonies vis à vis de la métropole anglaise, ce sont les soldats US qui, dans une grosse ironie de l'histoire, permettent la re-colonisation de la Grande Bretagne en déployant leurs troupes, leur savoir faire technologique, leur logistique...et qu'ils sont beaux, et qu'ils sont gentils, et qu'heureusement qu'on a les américains !!!!Tertio: ce film , a part quelques rares coups de pression, ne fait pas peur. Il est moche c'est tout, le sang, les boyaux, les membres giclant de partout, les yeux étant crevés, les jugullaires tranchées....Quatuor: ce film comporte nombre de scènes ridicules (cf l'hélicoptère qui découpe les zombies!!!).Ah oui j'oubliais, les acteurs sont plus que nuls.pourquoi une étoile alors? pour la musique, qui bien que répétitive, est très prenante et très rythmée. et aussi pour quelques plans séquences d'un Londre désert arrosé au napalm."
"1,0","Un film qui n'est pas prêt de me réconcilier avec les genre...Tout est convenu et malheureusement bien trop superficiel (quid de l'origine de l'épidémie, de sa propagadation, des mesures prises, etc...), deux défauts majeurs auxquels viennent s'ajouter un jeu d'acteurs décevant, des ficelles maintes fois usées dans le genre et plusieurs grosses invraissamblances dommageables (pour ne pas dire énormités). Il est triste également que des passages vraiment glauques (et gratuits: sang et tripailles inutiles...) viennent définitivement plomber cette réalisation (qui aurait alors peut-être pu devenir honorable et l'avait même été jusque là).L'ambiance en elle-même n'est toutefois pas mauvaise (grâce notamment à une bande son elle fort impressionnante et des prises de vue parfois très réussies) et la réalisation est quelques fois ingénieuses.A réserver aux aficionados du style qui, eux, ne devraient pas être déçus cependant."
"4,0","çe doit être le même cadreur que ''la vengeance dans la peau'' car les scènes d'action sont inregardable, ou bien c'est probablement comme ça qu'il va falloir se résoudre à subir les scènes d'action dans les films : la caméra tenue par un marteau piqueur. je suis allé en plus de ça dans une salle pour sourds (ou bien était ce pour empêcher les gens de téléphoner durant le film ?...), car le son était tellement à fond que je suis maintenant sourd moi-même....à part ces désagréments, plein de bonnes idées dans ce film digne successeur des vrais films de zombies de la grande époque (''dawn of the dead'', ''day of the dead'') en beaucoup plus violent.en bref : bonne suite , différente et réaliste , l'antithèse des ''resident evil''."
"5,0","j'ai eu très peur a l'annonce d'une suite de 28 jours + tardmais la, le film est tout bonnement excellent un réalisme qu'y fait froid dans le dos surtout avec les militaires a voir absolument"
"4,0","Peut-être pas aussi bien qu'il aurait pu l'être, car on peut y trouver énormement de défauts que d'autres se feront un plaisir de trouver, mais ce film est une pure merveille juste par sa séquence d'ouverture, qui justifie à elle seule tout l'univers des ''28''. Certaines musiques donnent des frissons rien qu'a les réécouter, surtout le Theme des 28, et ''Welcome To Britain''... Mais si ce film vaux bien quatres étoiles, c'est bien sûre grâce à la séquence finale, qui à été pour moi le meilleur moment passé dans une salle noire. J'était... AHHHH!! Je m'en souviendrais longtemps.. De plus j'était seul dans ma salle de banlieue, montant un cran de plus la préssion que procure ce film. Meilleur que le premier..? Différent.. en mieux."
"3,5",On s attend trop .Mais bon film quand même qui fait quand même assez peur ....
"4,0","Ce film est plutot bien réussi. N'étant pas fan des films d'horreur, j'ai tout de même apprécié cette histoire. La ville de Londres est très bien filmée. Par contre, si la fin est vraie, j'ai un peu peur... ;-)"
"0,5","Oh la belle daube !Film archinulissime.Comment un producteur peut-il donner des sous à ça ?L'histoire est déjà vue 100 fois, prévisible, gore mais sans aucun fond, et vlan que je te mette e la musique de partout..... (Au moins dans Braindead, Jackson ne se prend pas au sérieux.....)"
"5,0","Le premier volet, 28 days later, était déjà un bon film, sérieux, prenant et efficace. 28 weeks later prend bien le dessus en proposant un film différent : un scenario bien ficelé, une trame de fond sur un drame familiale, une réflexion profonde sur la liberté et le contrôle, et surtout une bande son de John Murphy omniprésente et puissante. On trouve même dans ce film 4 ou 5 scènes mythiques. Londres abandonnée est superbe. A voir absolument même si bien entendu, cela reste un film d'horreur et de frisson à ne pas mettre devant tous les yeux."
"0,5","problème : le scénario fait pitié. Toute l'histoire est entièrement poussée par la connerie (au sens propre) des différents protagonistes : Chacun y va de sa gaffe et de sa bétise pour faire avancer l'histoire... et c'est juste affligeant, surtout quand on voit le premier opus qui est bien bien plus travaillé à ce niveau.Sinon la bande son est superbe... en fait l'ambiance est là, mais pas le scénar... et ca gache tout."
"4,0","Excellente suite de ''28 jours plus tard'' plus axé action que son grand frère. Les infectés sont encore plus flippants, la critique sociale/sociétale est présente (comme dans tout bon film de zombies qui se respecte!), Londres dévastée est toujours aussi saisissante et l'action est omniprésente (pour faire simple, ce ''28 semaines...'' est à ''28 jours...'' ce que ''Aliens'' était à ''Alien''!). Bref: du tout bon!"
"4,0","Sanglant ! C'est le premier adjectif qui me vient à l'esprit. J'ai préféré le 1er, il y avait plus d'angoisse et de suspens... Mais c'est bon quand même ! A voir pour les amateurs."
"2,5","Moins surprenant que ''28 jours...'', le film manque un peu de profondeur, notamment niveau scénaristique où l'intrigue est assez pauvre. Si on sursaute toujours face à l'agressivité des contaminés, les scènes restent dans le registre du très classique : le tunnel noir, la voiture, le sniper, etc. Quant à la fin... Cependant, on passe un très bon moment, le film est efficace, les sensations intactes."
"3,0","Une déception notable par rapport au précédent, premièrement car moins flippant, et deuxièmement car moins prenant et moins surprenant."
"3,0","Ils ont su faire une suite de ''28 jours plus tard'' sans que ça soit répétitif, l'idée est nouvelle, le scénario est là. Les acteurs sont convaincants, mais on se lasse un peux vite de l'histoire, et le film est lent... dommage."
"4,0","28 semaine plus tard a répondu à mes attentes. Morbide , Sanglant, mais pas seulement. Le scénario est efficace (je ne vous le raconte pas au risque de vous gacher le film) il ne se perd pas comme le premier opus.J'aime l'effet apocalypse et perte de contrôle, j'aime la fin."
